observation_id,source_id,source_record_id,feature_type,label,lon,lat,source_statement,interpretation,review_status
fortidsminder:38896,fortidsminder:38896,38896,Runesten,"Stednr. 140704, lokalnr. 136",9.64676063,56.60393128,"Anlægstype Runesten; systemnr 38896; stednr 140704; loknr 136; koordinat 56.60393128, 9.64676063.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:42148,fortidsminder:42148,42148,Runesten,"Stednr. 131215, lokalnr. 57",9.83278071,56.45238238,"Anlægstype Runesten; systemnr 42148; stednr 131215; loknr 57; koordinat 56.45238238, 9.83278071.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:42889,fortidsminder:42889,42889,Rundhøj,"Stednr. 140114, lokalnr. 12",10.79501622,56.47871798,"Anlægstype Rundhøj; systemnr 42889; stednr 140114; loknr 12; koordinat 56.47871798, 10.79501622.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:60322,fortidsminder:60322,60322,Rundhøj,"Stednr. 170908, lokalnr. 145",9.2143446,55.6560318,"Anlægstype Rundhøj; systemnr 60322; stednr 170908; loknr 145; koordinat 55.6560318, 9.2143446.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:74632,fortidsminder:74632,74632,Runesten,"Stednr. 190306, lokalnr. 28",9.11457177,55.52300425,"Anlægstype Runesten; systemnr 74632; stednr 190306; loknr 28; koordinat 55.52300425, 9.11457177.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:86273,fortidsminder:86273,86273,Runesten,"Stednr. 220304, lokalnr. 90",9.34490025,55.14009856,"Anlægstype Runesten; systemnr 86273; stednr 220304; loknr 90; koordinat 55.14009856, 9.34490025.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:91457,fortidsminder:91457,91457,Runesten,"Stednr. 050709, lokalnr. 12",11.73905781,55.37887545,"Anlægstype Runesten; systemnr 91457; stednr 050709; loknr 12; koordinat 55.37887545, 11.73905781.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:92615,fortidsminder:92615,92615,Runesten,"Stednr. 010201, lokalnr. 336",11.97864043,55.8565165,"Anlægstype Runesten; systemnr 92615; stednr 010201; loknr 336; koordinat 55.8565165, 11.97864043.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:92616,fortidsminder:92616,92616,Runesten,"Stednr. 010201, lokalnr. 337",11.97873674,55.85659565,"Anlægstype Runesten; systemnr 92616; stednr 010201; loknr 337; koordinat 55.85659565, 11.97873674.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:92617,fortidsminder:92617,92617,Runesten,"Stednr. 010201, lokalnr. 338",11.97880023,55.85651355,"Anlægstype Runesten; systemnr 92617; stednr 010201; loknr 338; koordinat 55.85651355, 11.97880023.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:95700,fortidsminder:95700,95700,Runesten,"Stednr. 020207, lokalnr. 61",12.2075811,55.65012112,"Anlægstype Runesten; systemnr 95700; stednr 020207; loknr 61; koordinat 55.65012112, 12.2075811.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:109512,fortidsminder:109512,109512,Runesten,"Stednr. 040104, lokalnr. 20",11.68745032,55.43349862,"Anlægstype Runesten; systemnr 109512; stednr 040104; loknr 20; koordinat 55.43349862, 11.68745032.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112342,fortidsminder:112342,112342,Runesten,"Stednr. 060101, lokalnr. 185",14.80306837,55.27578587,"Anlægstype Runesten; systemnr 112342; stednr 060101; loknr 185; koordinat 55.27578587, 14.80306837.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112344,fortidsminder:112344,112344,Runesten,"Stednr. 060102, lokalnr. 148",14.708002,55.18460842,"Anlægstype Runesten; systemnr 112344; stednr 060102; loknr 148; koordinat 55.18460842, 14.708002.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112456,fortidsminder:112456,112456,Runesten,"Stednr. 060404, lokalnr. 14",15.14232434,55.13446476,"Anlægstype Runesten; systemnr 112456; stednr 060404; loknr 14; koordinat 55.13446476, 15.14232434.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112457,fortidsminder:112457,112457,Runesten,"Stednr. 060405, lokalnr. 148",14.96165533,55.17136065,"Anlægstype Runesten; systemnr 112457; stednr 060405; loknr 148; koordinat 55.17136065, 14.96165533.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:112661,fortidsminder:112661,112661,Runesten,"Stednr. 070513, lokalnr. 19",11.15711514,54.76623545,"Anlægstype Runesten; systemnr 112661; stednr 070513; loknr 19; koordinat 54.76623545, 11.15711514.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:114328,fortidsminder:114328,114328,Runesten,"Stednr. 110606, lokalnr. 93",8.42576057,56.75410964,"Anlægstype Runesten; systemnr 114328; stednr 110606; loknr 93; koordinat 56.75410964, 8.42576057.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:114679,fortidsminder:114679,114679,Runesten,"Stednr. 120509, lokalnr. 128",9.6910175,56.85550128,"Anlægstype Runesten; systemnr 114679; stednr 120509; loknr 128; koordinat 56.85550128, 9.6910175.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:115064,fortidsminder:115064,115064,Runesten,"Stednr. 130703, lokalnr. 23",9.92413508,56.42076531,"Anlægstype Runesten; systemnr 115064; stednr 130703; loknr 23; koordinat 56.42076531, 9.92413508.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:115088,fortidsminder:115088,115088,Runesten,"Stednr. 130705, lokalnr. 56",9.68214634,56.39561137,"Anlægstype Runesten; systemnr 115088; stednr 130705; loknr 56; koordinat 56.39561137, 9.68214634.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:115091,fortidsminder:115091,115091,Runesten,"Stednr. 130707, lokalnr. 23",9.8916565,56.39472674,"Anlægstype Runesten; systemnr 115091; stednr 130707; loknr 23; koordinat 56.39472674, 9.8916565.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:115111,fortidsminder:115111,115111,Runesten,"Stednr. 130710, lokalnr. 130",9.7526544,56.45507797,"Anlægstype Runesten; systemnr 115111; stednr 130710; loknr 130; koordinat 56.45507797, 9.7526544.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:115326,fortidsminder:115326,115326,Runesten,"Stednr. 131214, lokalnr. 18",9.90512945,56.48865877,"Anlægstype Runesten; systemnr 115326; stednr 131214; loknr 18; koordinat 56.48865877, 9.90512945.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:116527,fortidsminder:116527,116527,Runesten,"Stednr. 170208, lokalnr. 15",9.55935854,55.56964609,"Anlægstype Runesten; systemnr 116527; stednr 170208; loknr 15; koordinat 55.56964609, 9.55935854.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:116756,fortidsminder:116756,116756,Runesten,"Stednr. 170904, lokalnr. 106",9.41957651,55.75657624,"Anlægstype Runesten; systemnr 116756; stednr 170904; loknr 106; koordinat 55.75657624, 9.41957651.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:117029,fortidsminder:117029,117029,Runesten,"Stednr. 180607, lokalnr. 131",8.59528596,55.87467811,"Anlægstype Runesten; systemnr 117029; stednr 180607; loknr 131; koordinat 55.87467811, 8.59528596.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:117059,fortidsminder:117059,117059,Runesten,"Stednr. 190102, lokalnr. 55",9.14499448,55.58181126,"Anlægstype Runesten; systemnr 117059; stednr 190102; loknr 55; koordinat 55.58181126, 9.14499448.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:117063,fortidsminder:117063,117063,Runesten,"Stednr. 190102, lokalnr. 151",9.13700176,55.5691044,"Anlægstype Runesten; systemnr 117063; stednr 190102; loknr 151; koordinat 55.5691044, 9.13700176.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:117510,fortidsminder:117510,117510,Runesten,"Stednr. 190803, lokalnr. 198",8.53015739,55.72406842,"Anlægstype Runesten; systemnr 117510; stednr 190803; loknr 198; koordinat 55.72406842, 8.53015739.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:118148,fortidsminder:118148,118148,Runesten,"Stednr. 200308, lokalnr. 39",9.53227152,55.24827803,"Anlægstype Runesten; systemnr 118148; stednr 200308; loknr 39; koordinat 55.24827803, 9.53227152.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:118763,fortidsminder:118763,118763,Kirke,"Stednr. 220201, lokalnr. 87",9.25271218,54.99517621,"Anlægstype Kirke; systemnr 118763; stednr 220201; loknr 87; koordinat 54.99517621, 9.25271218.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:120827,fortidsminder:120827,120827,Runesten,"Stednr. 131214, lokalnr. 19",9.9051524,56.48865969,"Anlægstype Runesten; systemnr 120827; stednr 131214; loknr 19; koordinat 56.48865969, 9.9051524.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:122446,fortidsminder:122446,122446,Runesten,"Stednr. 060107, lokalnr. 70",14.89614593,55.2105971,"Anlægstype Runesten; systemnr 122446; stednr 060107; loknr 70; koordinat 55.2105971, 14.89614593.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:125362,fortidsminder:125362,125362,Runesten,"Stednr. 140208, lokalnr. 8",10.59117205,56.3616579,"Anlægstype Runesten; systemnr 125362; stednr 140208; loknr 8; koordinat 56.3616579, 10.59117205.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:125428,fortidsminder:125428,125428,Runesten,"Stednr. 150205, lokalnr. 19",10.16453011,55.89027417,"Anlægstype Runesten; systemnr 125428; stednr 150205; loknr 19; koordinat 55.89027417, 10.16453011.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:126446,fortidsminder:126446,126446,Runesten,"Stednr. 060106, lokalnr. 148",14.74982359,55.21517146,"Anlægstype Runesten; systemnr 126446; stednr 060106; loknr 148; koordinat 55.21517146, 14.74982359.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:130141,fortidsminder:130141,130141,Runesten,"Stednr. 070319, lokalnr. 36",11.45168854,54.67917491,"Anlægstype Runesten; systemnr 130141; stednr 070319; loknr 36; koordinat 54.67917491, 11.45168854.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:136597,fortidsminder:136597,136597,Runesten,"Stednr. 140902, lokalnr. 55",9.98540443,56.50482685,"Anlægstype Runesten; systemnr 136597; stednr 140902; loknr 55; koordinat 56.50482685, 9.98540443.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:142413,fortidsminder:142413,142413,Runesten,"Stednr. 080808, lokalnr. 56",10.60436285,55.34457745,"Anlægstype Runesten; systemnr 142413; stednr 080808; loknr 56; koordinat 55.34457745, 10.60436285.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:148553,fortidsminder:148553,148553,Klosteranlæg,"Stednr. 190408, lokalnr. 81",8.76176215,55.32765687,"Anlægstype Klosteranlæg; systemnr 148553; stednr 190408; loknr 81; koordinat 55.32765687, 8.76176215.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:164458,fortidsminder:164458,164458,Ødekirke,"Stednr. 140604, lokalnr. 134",9.81395366,56.5954029,"Anlægstype Ødekirke; systemnr 164458; stednr 140604; loknr 134; koordinat 56.5954029, 9.81395366.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188428,fortidsminder:188428,188428,Runesten,"Stednr. 060406, lokalnr. 227",15.01596341,55.13809077,"Anlægstype Runesten; systemnr 188428; stednr 060406; loknr 227; koordinat 55.13809077, 15.01596341.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188429,fortidsminder:188429,188429,Runesten,"Stednr. 060406, lokalnr. 228",15.01591296,55.13809432,"Anlægstype Runesten; systemnr 188429; stednr 060406; loknr 228; koordinat 55.13809432, 15.01591296.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188430,fortidsminder:188430,188430,Runesten,"Stednr. 060406, lokalnr. 229",15.01586972,55.13809358,"Anlægstype Runesten; systemnr 188430; stednr 060406; loknr 229; koordinat 55.13809358, 15.01586972.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188431,fortidsminder:188431,188431,Runesten,"Stednr. 060104, lokalnr. 282",14.80294774,55.17520604,"Anlægstype Runesten; systemnr 188431; stednr 060104; loknr 282; koordinat 55.17520604, 14.80294774.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188432,fortidsminder:188432,188432,Runesten,"Stednr. 060104, lokalnr. 283",14.8029113,55.17552588,"Anlægstype Runesten; systemnr 188432; stednr 060104; loknr 283; koordinat 55.17552588, 14.8029113.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188433,fortidsminder:188433,188433,Runesten,"Stednr. 060104, lokalnr. 284",14.80289738,55.17552699,"Anlægstype Runesten; systemnr 188433; stednr 060104; loknr 284; koordinat 55.17552699, 14.80289738.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188434,fortidsminder:188434,188434,Runesten,"Stednr. 060104, lokalnr. 285",14.80287704,55.17552729,"Anlægstype Runesten; systemnr 188434; stednr 060104; loknr 285; koordinat 55.17552729, 14.80287704.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188435,fortidsminder:188435,188435,Runesten,"Stednr. 060104, lokalnr. 286",14.80297005,55.17510872,"Anlægstype Runesten; systemnr 188435; stednr 060104; loknr 286; koordinat 55.17510872, 14.80297005.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188436,fortidsminder:188436,188436,Runesten,"Stednr. 060305, lokalnr. 459",14.82465739,55.1057527,"Anlægstype Runesten; systemnr 188436; stednr 060305; loknr 459; koordinat 55.1057527, 14.82465739.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188437,fortidsminder:188437,188437,Runesten,"Stednr. 060305, lokalnr. 460",14.82459793,55.10574032,"Anlægstype Runesten; systemnr 188437; stednr 060305; loknr 460; koordinat 55.10574032, 14.82459793.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188438,fortidsminder:188438,188438,Runesten,"Stednr. 060305, lokalnr. 461",14.82459762,55.1057612,"Anlægstype Runesten; systemnr 188438; stednr 060305; loknr 461; koordinat 55.1057612, 14.82459762.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188439,fortidsminder:188439,188439,Runesten,"Stednr. 060305, lokalnr. 462",14.8246694,55.10577118,"Anlægstype Runesten; systemnr 188439; stednr 060305; loknr 462; koordinat 55.10577118, 14.8246694.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188440,fortidsminder:188440,188440,Runesten,"Stednr. 060305, lokalnr. 463",14.82464556,55.10572965,"Anlægstype Runesten; systemnr 188440; stednr 060305; loknr 463; koordinat 55.10572965, 14.82464556.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188441,fortidsminder:188441,188441,Runesten,"Stednr. 131215, lokalnr. 109",9.83280477,56.45238127,"Anlægstype Runesten; systemnr 188441; stednr 131215; loknr 109; koordinat 56.45238127, 9.83280477.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188447,fortidsminder:188447,188447,Runesten,"Stednr. 130710, lokalnr. 155",9.7526201,56.45508717,"Anlægstype Runesten; systemnr 188447; stednr 130710; loknr 155; koordinat 56.45508717, 9.7526201.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:188448,fortidsminder:188448,188448,Runesten,"Stednr. 170904, lokalnr. 143",9.41963993,55.75656659,"Anlægstype Runesten; systemnr 188448; stednr 170904; loknr 143; koordinat 55.75656659, 9.41963993.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:190841,fortidsminder:190841,190841,Runesten,"Stednr. 140711, lokalnr. 150",9.99845614,56.59927816,"Anlægstype Runesten; systemnr 190841; stednr 140711; loknr 150; koordinat 56.59927816, 9.99845614.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:193025,fortidsminder:193025,193025,Runesten,"Stednr. 130712, lokalnr. 26",9.79051098,56.39579389,"Anlægstype Runesten; systemnr 193025; stednr 130712; loknr 26; koordinat 56.39579389, 9.79051098.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:195226,fortidsminder:195226,195226,Runesten,"Stednr. 120805, lokalnr. 160",9.58205631,56.82944554,"Anlægstype Runesten; systemnr 195226; stednr 120805; loknr 160; koordinat 56.82944554, 9.58205631.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:195248,fortidsminder:195248,195248,Runesten,"Stednr. 030206, lokalnr. 172",11.2257161,55.53797497,"Anlægstype Runesten; systemnr 195248; stednr 030206; loknr 172; koordinat 55.53797497, 11.2257161.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:201379,fortidsminder:201379,201379,Runesten,"Stednr. 060405, lokalnr. 395",14.96159973,55.17155132,"Anlægstype Runesten; systemnr 201379; stednr 060405; loknr 395; koordinat 55.17155132, 14.96159973.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:201380,fortidsminder:201380,201380,Runesten,"Stednr. 060405, lokalnr. 396",14.96166726,55.17139833,"Anlægstype Runesten; systemnr 201380; stednr 060405; loknr 396; koordinat 55.17139833, 14.96166726.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:217891,fortidsminder:217891,217891,Runesten,"Stednr. 141012, lokalnr. 9",10.22068316,56.38559625,"Anlægstype Runesten; systemnr 217891; stednr 141012; loknr 9; koordinat 56.38559625, 10.22068316.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:218982,fortidsminder:218982,218982,Runesten,"Stednr. 040101, lokalnr. 66",11.66500238,55.40453176,"Anlægstype Runesten; systemnr 218982; stednr 040101; loknr 66; koordinat 55.40453176, 11.66500238.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
fortidsminder:218986,fortidsminder:218986,218986,Runesten,"Stednr. 130801, lokalnr. 243",9.42470501,56.44683849,"Anlægstype Runesten; systemnr 218986; stednr 130801; loknr 243; koordinat 56.44683849, 9.42470501.",Autoritativ registerobservation. En lokalitet kan beskrive flere sten eller en historisk fase og er derfor ikke automatisk en stenidentitet.,needs_review
